image_id,model,min_ssim_value,min_row,min_col,total_rows,total_cols,distance_to_boundary,normalized_distance,is_boundary
00024828_000,model1_TAA_standard,0.0311,1,92,128,128,1,0.015625,True
00024829_000,model1_TAA_standard,0.0801,126,1,128,128,1,0.015625,True
00024832_000,model1_TAA_standard,0.0824,1,2,128,128,1,0.015625,True
00024833_000,model1_TAA_standard,0.0759,126,127,128,128,0,0.0,True
00024840_000,model1_TAA_standard,0.0816,0,104,128,128,0,0.0,True
00024841_000,model1_TAA_standard,0.0185,0,26,128,128,0,0.0,True
00024844_000,model1_TAA_standard,-0.299,0,30,128,128,0,0.0,True
00024848_000,model1_TAA_standard,0.0585,1,2,128,128,1,0.015625,True
00024850_000,model1_TAA_standard,0.054,126,127,128,128,0,0.0,True
00024852_000,model1_TAA_standard,0.0397,0,127,128,128,0,0.0,True
00024853_000,model1_TAA_standard,0.1026,0,56,128,128,0,0.0,True
00024856_000,model1_TAA_standard,0.052,50,127,128,128,0,0.0,True
00024857_000,model1_TAA_standard,0.0839,1,126,128,128,1,0.015625,True
00024859_000,model1_TAA_standard,0.0955,127,126,128,128,0,0.0,True
00024861_000,model1_TAA_standard,0.1059,0,94,128,128,0,0.0,True
00024862_000,model1_TAA_standard,0.0188,1,122,128,128,1,0.015625,True
00024862_001,model1_TAA_standard,0.0979,46,127,128,128,0,0.0,True
00024863_000,model1_TAA_standard,0.0792,76,127,128,128,0,0.0,True
00024865_000,model1_TAA_standard,0.0272,127,126,128,128,0,0.0,True
00024870_000,model1_TAA_standard,0.1098,91,126,128,128,1,0.015625,True
00024871_000,model1_TAA_standard,0.1019,79,127,128,128,0,0.0,True
00024874_000,model1_TAA_standard,0.1121,44,127,128,128,0,0.0,True
00024875_000,model1_TAA_standard,0.1012,75,0,128,128,0,0.0,True
00024878_000,model1_TAA_standard,-0.1373,121,127,128,128,0,0.0,True
00024889_000,model1_TAA_standard,0.0819,127,127,128,128,0,0.0,True
00024892_000,model1_TAA_standard,0.0484,124,127,128,128,0,0.0,True
00024893_000,model1_TAA_standard,0.011,119,126,128,128,1,0.015625,True
00024895_000,model1_TAA_standard,0.0525,1,125,128,128,1,0.015625,True
00024896_000,model1_TAA_standard,0.022,118,126,128,128,1,0.015625,True
00024901_000,model1_TAA_standard,0.0855,92,126,128,128,1,0.015625,True
00024903_000,model1_TAA_standard,-0.0636,119,127,128,128,0,0.0,True
00024905_000,model1_TAA_standard,0.0105,1,30,128,128,1,0.015625,True
00024906_000,model1_TAA_standard,0.1136,1,0,128,128,0,0.0,True
00024911_000,model1_TAA_standard,0.019,0,16,128,128,0,0.0,True
00024915_000,model1_TAA_standard,0.0216,0,33,128,128,0,0.0,True
00024917_000,model1_TAA_standard,0.1043,127,127,128,128,0,0.0,True
00024919_000,model1_TAA_standard,0.0939,28,127,128,128,0,0.0,True
00024921_000,model1_TAA_standard,0.0036,122,127,128,128,0,0.0,True
00024923_000,model1_TAA_standard,0.015,1,126,128,128,1,0.015625,True
00024926_000,model1_TAA_standard,0.1092,1,50,128,128,1,0.015625,True
00024933_000,model1_TAA_standard,-0.1324,0,96,128,128,0,0.0,True
00024939_000,model1_TAA_standard,0.0186,1,29,128,128,1,0.015625,True
00024940_000,model1_TAA_standard,0.0596,32,127,128,128,0,0.0,True
00024944_000,model1_TAA_standard,0.028,31,127,128,128,0,0.0,True
00024945_000,model1_TAA_standard,0.0041,1,120,128,128,1,0.015625,True
00024946_000,model1_TAA_standard,0.0997,35,127,128,128,0,0.0,True
00024947_000,model1_TAA_standard,-0.0663,0,15,128,128,0,0.0,True
00024949_000,model1_TAA_standard,0.0821,29,127,128,128,0,0.0,True
00024951_000,model1_TAA_standard,0.0452,1,126,128,128,1,0.015625,True
00024952_000,model1_TAA_standard,0.0057,1,117,128,128,1,0.015625,True
00024953_000,model1_TAA_standard,0.1002,57,127,128,128,0,0.0,True
00024954_000,model1_TAA_standard,0.0885,1,127,128,128,0,0.0,True
00024955_000,model1_TAA_standard,0.0414,1,126,128,128,1,0.015625,True
00024956_000,model1_TAA_standard,-0.3506,0,12,128,128,0,0.0,True
00024957_000,model1_TAA_standard,0.0792,1,1,128,128,1,0.015625,True
00024959_000,model1_TAA_standard,-0.0422,0,98,128,128,0,0.0,True
00024960_000,model1_TAA_standard,0.0713,1,99,128,128,1,0.015625,True
00024961_000,model1_TAA_standard,-0.0588,90,127,128,128,0,0.0,True
00024962_000,model1_TAA_standard,0.0414,25,127,128,128,0,0.0,True
00024968_000,model1_TAA_standard,-0.0686,0,92,128,128,0,0.0,True
00024974_000,model1_TAA_standard,-0.056,27,127,128,128,0,0.0,True
00024975_000,model1_TAA_standard,-0.0124,0,126,128,128,0,0.0,True
00024978_000,model1_TAA_standard,0.0401,2,25,128,128,2,0.03125,True
00024981_000,model1_TAA_standard,0.0472,32,127,128,128,0,0.0,True
00024982_000,model1_TAA_standard,0.0072,1,127,128,128,0,0.0,True
00024984_000,model1_TAA_standard,0.0479,1,1,128,128,1,0.015625,True
00024989_000,model1_TAA_standard,0.1026,0,88,128,128,0,0.0,True
00024992_000,model1_TAA_standard,0.0767,40,127,128,128,0,0.0,True
00024993_000,model1_TAA_standard,0.0667,82,127,128,128,0,0.0,True
00024994_000,model1_TAA_standard,-0.3134,0,17,128,128,0,0.0,True
00024996_000,model1_TAA_standard,0.0346,1,1,128,128,1,0.015625,True
00025030_000,model1_TAA_standard,0.0218,1,119,128,128,1,0.015625,True
00025062_000,model1_TAA_standard,0.0317,122,126,128,128,1,0.015625,True
00025064_000,model1_TAA_standard,-0.2021,110,127,128,128,0,0.0,True
00025069_000,model1_TAA_standard,-0.0162,117,127,128,128,0,0.0,True
00025073_000,model1_TAA_standard,0.0679,127,126,128,128,0,0.0,True
00025076_000,model1_TAA_standard,-0.0272,0,122,128,128,0,0.0,True
00025076_002,model1_TAA_standard,0.0784,2,120,128,128,2,0.03125,True
00025081_004,model1_TAA_standard,0.1114,0,75,128,128,0,0.0,True
00025081_008,model1_TAA_standard,-0.0345,1,96,128,128,1,0.015625,True
00025081_009,model1_TAA_standard,-0.2848,123,121,128,128,4,0.0625,True
00025081_013,model1_TAA_standard,0.0194,127,126,128,128,0,0.0,True
00025081_014,model1_TAA_standard,0.035,127,126,128,128,0,0.0,True
00025081_015,model1_TAA_standard,0.0233,1,99,128,128,1,0.015625,True
00025081_016,model1_TAA_standard,0.0184,127,127,128,128,0,0.0,True
00025081_021,model1_TAA_standard,0.0642,119,126,128,128,1,0.015625,True
00025082_002,model1_TAA_standard,0.0681,1,126,128,128,1,0.015625,True
00025082_003,model1_TAA_standard,0.0583,127,126,128,128,0,0.0,True
00025082_005,model1_TAA_standard,0.0573,127,126,128,128,0,0.0,True
00028173_007,model1_TAA_standard,0.039,53,0,128,128,0,0.0,True
00028178_000,model1_TAA_standard,0.0923,3,39,128,128,3,0.046875,True
00028186_003,model1_TAA_standard,0.1053,27,127,128,128,0,0.0,True
00028187_000,model1_TAA_standard,0.0707,1,30,128,128,1,0.015625,True
00028189_000,model1_TAA_standard,0.0857,1,1,128,128,1,0.015625,True
00028190_000,model1_TAA_standard,0.0891,38,127,128,128,0,0.0,True
00028194_000,model1_TAA_standard,-0.2103,0,7,128,128,0,0.0,True
00028195_000,model1_TAA_standard,-0.1431,0,106,128,128,0,0.0,True
00028195_003,model1_TAA_standard,0.0869,1,107,128,128,1,0.015625,True
00028196_000,model1_TAA_standard,0.0944,74,127,128,128,0,0.0,True
00028199_000,model1_TAA_standard,0.0726,41,127,128,128,0,0.0,True
00028207_000,model1_TAA_standard,0.0911,36,127,128,128,0,0.0,True
00028208_021,model1_TAA_standard,0.0743,0,117,128,128,0,0.0,True
00028208_025,model1_TAA_standard,0.107,0,51,128,128,0,0.0,True
00028208_033,model1_TAA_standard,0.0968,46,0,128,128,0,0.0,True
00028208_039,model1_TAA_standard,0.0077,1,117,128,128,1,0.015625,True
00028211_000,model1_TAA_standard,0.0705,1,98,128,128,1,0.015625,True
00028211_017,model1_TAA_standard,0.0986,45,124,128,128,3,0.046875,True
00028211_023,model1_TAA_standard,0.0753,9,19,128,128,9,0.140625,True
00028219_000,model1_TAA_standard,0.0478,1,34,128,128,1,0.015625,True
00028219_005,model1_TAA_standard,0.063,31,127,128,128,0,0.0,True
00028222_000,model1_TAA_standard,0.0896,1,126,128,128,1,0.015625,True
00028223_000,model1_TAA_standard,0.0267,1,21,128,128,1,0.015625,True
00028226_000,model1_TAA_standard,0.0598,1,126,128,128,1,0.015625,True
00028229_000,model1_TAA_standard,-0.1483,0,32,128,128,0,0.0,True
00028230_000,model1_TAA_standard,0.0873,1,99,128,128,1,0.015625,True
00028232_000,model1_TAA_standard,-0.155,0,34,128,128,0,0.0,True
00028235_000,model1_TAA_standard,0.0109,18,127,128,128,0,0.0,True
00028240_001,model1_TAA_standard,0.0872,1,25,128,128,1,0.015625,True
00028243_000,model1_TAA_standard,-0.0629,3,97,128,128,3,0.046875,True
00028244_000,model1_TAA_standard,0.0817,43,127,128,128,0,0.0,True
00028253_002,model1_TAA_standard,0.0763,75,11,128,128,11,0.171875,True
00028253_007,model1_TAA_standard,0.111,47,41,128,128,41,0.640625,False
00028258_000,model1_TAA_standard,0.0372,1,31,128,128,1,0.015625,True
00028261_000,model1_TAA_standard,-0.0406,58,9,128,128,9,0.140625,True
00028268_000,model1_TAA_standard,0.0823,4,45,128,128,4,0.0625,True
00028271_000,model1_TAA_standard,0.1122,1,126,128,128,1,0.015625,True
00028272_000,model1_TAA_standard,-0.1228,0,120,128,128,0,0.0,True
00028285_015,model1_TAA_standard,-0.1333,84,125,128,128,2,0.03125,True
00028287_000,model1_TAA_standard,0.0773,1,126,128,128,1,0.015625,True
00028292_001,model1_TAA_standard,0.105,36,127,128,128,0,0.0,True
00028292_005,model1_TAA_standard,0.0979,13,11,128,128,11,0.171875,True
00028299_000,model1_TAA_standard,0.0709,42,127,128,128,0,0.0,True
00028300_002,model1_TAA_standard,0.0679,0,103,128,128,0,0.0,True
00028300_003,model1_TAA_standard,-0.275,0,49,128,128,0,0.0,True
00028300_004,model1_TAA_standard,-0.2398,0,99,128,128,0,0.0,True
00028315_000,model1_TAA_standard,0.1,40,127,128,128,0,0.0,True
00028317_013,model1_TAA_standard,-0.0325,61,124,128,128,3,0.046875,True
