image_id,model,original_path,upscaled_path,original_width,original_height,original_format,upscaled_width,upscaled_height,upscaled_format,ssim,ms_ssim,psnr,lpips,sharpness,sharpness_diff_pct,contrast,contrast_diff_pct,entropy,noise,edge_density,edge_diff_pct,artifact_block,artifact_ringing,artifact_total,delta_e,high_freq_ratio,texture_complexity,local_quality_mean,local_quality_std,local_quality_min,histogram_corr,lab_L_mean,total_score,detection_count,detected_patterns,confidence_level
00016124_001,model1_TAA_standard,E:\Analysis\images_base\00016124_001.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016124_001_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9323,0.9891,36.48,0.2931,0.54,-69.8,66.64,-0.3,7.66,2.31,0.18,28.4,289.36,46.37,335.73,1.11,0.299155896079434,5.209289621561766,0.9311,0.0507,0.0176,0.9141,124.0098180770874,58.2,4,"P9:MS-SSIM低×SSIM低, 単独:Low MS-SSIM, 単独:Low HighFreq, 単独:High LPIPS",Medium
00016124_002,model1_TAA_standard,E:\Analysis\images_base\00016124_002.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016124_002_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9728,0.9941,38.56,0.0966,1.66,-53.1,75.7,-0.4,7.462,2.12,0.47,-15.0,272.16,66.04,338.20000000000005,0.88,0.2936208745797514,5.089769884943962,0.9675,0.0594,0.1345,0.932,144.08459568023682,59.0,1,単独:Low HighFreq,Low
00016124_003,model1_TAA_standard,E:\Analysis\images_base\00016124_003.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016124_003_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9357,0.9896,37.4,0.2815,0.55,-78.2,65.21,-0.4,7.716,2.36,0.15,-40.1,295.73,45.24,340.97,1.12,0.3303239443105243,4.851076668128371,0.9319,0.0679,-0.0455,0.4485,125.04240131378174,57.5,2,"P9:MS-SSIM低×SSIM低, 単独:High LPIPS",Low
00016124_004,model1_TAA_standard,E:\Analysis\images_base\00016124_004.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016124_004_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9431,0.9901,35.69,0.2604,1.06,-38.4,63.19,-0.3,7.815,2.77,0.41,20.7,341.3,53.02,394.32,1.15,0.3369083116487762,5.646688900887966,0.939,0.0855,-0.4381,0.7972,122.28109455108644,58.4,4,"P4:Artifacts高, 単独:High Noise, 単独:High Artifacts, 単独:High DeltaE",Medium
00016125_000,model1_TAA_standard,E:\Analysis\images_base\00016125_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016125_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9482,0.9898,36.61,0.2481,0.56,-69.3,58.65,-0.7,7.679,2.47,0.32,-5.8,271.12,56.0,327.12,1.13,0.3093845814846295,4.803913123905659,0.9424,0.0781,-0.224,0.9811,144.37563037872314,56.5,1,単独:High DeltaE,Low
00016126_000,model1_TAA_standard,E:\Analysis\images_base\00016126_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016126_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9759,0.9928,37.46,0.1302,2.13,-49.0,56.05,-0.8,7.471,2.38,0.42,-39.0,404.61,69.2,473.81,0.93,0.3795808731038651,4.780343938618898,0.9646,0.0818,0.0905,0.9714,177.61250591278076,55.4,2,"P4:Artifacts高, 単独:High Artifacts",Low
00016127_000,model1_TAA_standard,E:\Analysis\images_base\00016127_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016127_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9376,0.9893,38.0,0.2568,0.77,-50.2,68.31,-0.3,7.646,2.59,0.27,28.4,304.71,49.76,354.47,1.09,0.3511166365023485,4.790510768070817,0.9355,0.052,0.1293,0.9861,132.84217166900635,57.7,1,P9:MS-SSIM低×SSIM低,Low
00016128_000,model1_TAA_standard,E:\Analysis\images_base\00016128_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016128_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9698,0.9928,42.12,0.1857,0.27,-48.5,36.06,-0.5,6.404,1.63,0.05,97.8,133.82,35.2,169.01999999999998,0.87,0.3821084848708,1.99974624440074,0.9682,0.025,0.5077,0.9585,115.0215187072754,47.4,5,"単独:Low Sharpness, 単独:Low Contrast, 単独:Low Entropy, 単独:Low EdgeDensity, 単独:Low Texture",High
00016128_001,model1_TAA_standard,E:\Analysis\images_base\00016128_001.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016128_001_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9383,0.9896,35.1,0.2731,0.85,-35.5,71.55,-0.4,7.776,2.36,0.34,35.6,288.07,60.7,348.77,1.11,0.3338931302309887,5.150290187448263,0.935,0.083,-0.3435,0.7661,135.29916667938232,59.0,1,P9:MS-SSIM低×SSIM低,Low
00016129_000,model1_TAA_standard,E:\Analysis\images_base\00016129_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016129_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9801,0.9943,35.94,0.1539,1.74,-72.8,43.41,-1.6,7.317,1.93,0.33,-56.9,157.42,61.38,218.8,0.86,0.4937384124990869,2.3235855298116803,0.965,0.0964,0.1842,0.9846,134.2604169845581,50.5,3,"P6:品質ばらつき大, 単独:Low Contrast, 単独:Low Texture",Medium
00016130_000,model1_TAA_standard,E:\Analysis\images_base\00016130_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016130_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9485,0.9901,38.5,0.2774,0.35,-72.8,61.94,-1.0,7.553,1.73,0.16,71.7,193.76,52.9,246.66,1.06,0.3114912275747764,3.744165189564228,0.9459,0.0552,-0.1231,0.509,103.32493877410889,55.5,1,単独:High LPIPS,Low
00016131_000,model1_TAA_standard,E:\Analysis\images_base\00016131_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016131_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9414,0.9898,38.8,0.2649,0.53,-67.8,66.84,-0.4,7.667,2.26,0.19,-14.8,232.77,51.86,284.63,0.99,0.357543205367144,3.688377058133483,0.9363,0.0625,0.1885,0.6869,151.9636058807373,56.2,0,None,Normal
00016131_001,model1_TAA_standard,E:\Analysis\images_base\00016131_001.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016131_001_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9465,0.9901,38.88,0.2546,0.5,-71.9,59.67,-0.9,7.699,2.3,0.22,-18.8,235.66,51.45,287.11,1.0,0.343005680200085,3.9665437443181872,0.942,0.0607,0.211,0.9368,155.9875555038452,55.6,0,None,Normal
00016132_000,model1_TAA_standard,E:\Analysis\images_base\00016132_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016132_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.922,0.9908,39.31,0.2443,0.44,-59.9,74.37,0.0,7.428,1.91,0.09,47.1,239.1,49.19,288.29,0.99,0.3464870869328134,4.234621021896601,0.9205,0.0856,0.3983,0.1392,112.0831823348999,57.6,4,"P8:Contrast異常×Hist相関低, 単独:Low SSIM, 単独:Low LocalQuality, 単独:Low HistCorr",Medium
00016133_000,model1_TAA_standard,E:\Analysis\images_base\00016133_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016133_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.964,0.9948,36.83,0.0624,3.31,-40.1,90.3,-0.1,5.778,2.31,1.06,15.7,327.81,65.5,393.31,0.71,0.3813011880417875,5.081043653190136,0.9621,0.07,0.1832,0.9982,85.73355293273926,58.2,3,"P4:Artifacts高, 単独:Low Entropy, 単独:High Artifacts",Medium
00016134_000,model1_TAA_standard,E:\Analysis\images_base\00016134_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016134_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9818,0.9949,36.09,0.1063,1.66,-72.8,61.19,-0.4,7.513,2.05,0.43,-41.5,194.72,70.94,265.66,0.88,0.3842698988772967,3.292720438912511,0.9677,0.0999,0.09,0.9275,154.06384754180908,54.7,1,P6:品質ばらつき大,Low
00016134_001,model1_TAA_standard,E:\Analysis\images_base\00016134_001.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016134_001_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9831,0.9951,33.3,0.0958,2.09,-81.3,63.19,-0.8,7.513,2.26,0.56,-32.1,208.78,76.35,285.13,0.96,0.3707384144731769,3.830662560649216,0.9695,0.0935,0.0325,0.8299,158.2636756896973,55.7,3,"P1:SSIM高×PSNR低, P6:品質ばらつき大, 単独:Low PSNR",Medium
00016134_002,model1_TAA_standard,E:\Analysis\images_base\00016134_002.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016134_002_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9815,0.9945,35.52,0.1073,1.64,-75.9,57.29,-0.7,7.388,2.16,0.44,-43.9,207.12,70.06,277.18,0.92,0.3975229150797316,3.5622485261410475,0.9667,0.104,0.1109,0.9839,160.0097894668579,54.3,2,"P1:SSIM高×PSNR低, P6:品質ばらつき大",Low
00016134_003,model1_TAA_standard,E:\Analysis\images_base\00016134_003.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016134_003_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9806,0.9943,35.33,0.1046,1.8,-73.1,60.97,-0.3,7.421,2.24,0.52,-31.0,230.13,72.22,302.35,0.95,0.3882593094728029,3.706626291386783,0.9659,0.105,0.0628,0.9368,159.24852085113525,55.0,2,"P1:SSIM高×PSNR低, P6:品質ばらつき大",Low
00016134_004,model1_TAA_standard,E:\Analysis\images_base\00016134_004.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016134_004_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9821,0.9944,35.02,0.0978,1.74,-76.3,59.3,-0.2,7.378,2.15,0.38,-47.5,210.38,60.81,271.19,0.93,0.4495938402707939,3.459781799465418,0.9679,0.0996,0.1395,0.8487,165.13633632659912,54.4,2,"P1:SSIM高×PSNR低, P6:品質ばらつき大",Low
00016134_005,model1_TAA_standard,E:\Analysis\images_base\00016134_005.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016134_005_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9815,0.9944,35.39,0.1085,2.01,-70.3,54.31,-1.1,7.314,2.31,0.53,-38.6,215.67,69.01,284.68,0.91,0.4156643013782798,3.654539161361754,0.967,0.0994,0.1094,0.9824,158.09418964385986,53.8,2,"P1:SSIM高×PSNR低, P6:品質ばらつき大",Low
00016134_006,model1_TAA_standard,E:\Analysis\images_base\00016134_006.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016134_006_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9822,0.9944,35.2,0.1044,1.95,-71.1,58.57,-1.4,7.21,2.22,0.45,-45.6,210.33,70.73,281.06,0.92,0.4211366895801982,3.52844743989408,0.9675,0.1002,0.1169,0.974,156.07260417938232,54.1,3,"P1:SSIM高×PSNR低, P6:品質ばらつき大, P7:Entropy低×高周波高",Medium
00016134_007,model1_TAA_standard,E:\Analysis\images_base\00016134_007.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016134_007_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9821,0.9945,35.82,0.1101,1.72,-71.8,55.58,-1.1,7.197,2.08,0.46,-41.5,191.98,73.04,265.02,0.89,0.4195437828593539,3.3458691369742155,0.9686,0.0947,0.0689,0.9659,159.62467670440674,53.4,3,"P1:SSIM高×PSNR低, P6:品質ばらつき大, P7:Entropy低×高周波高",Medium
00016134_008,model1_TAA_standard,E:\Analysis\images_base\00016134_008.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016134_008_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.944,0.9911,38.34,0.2256,0.62,-52.3,66.35,0.2,7.678,2.17,0.15,8.1,257.83,43.16,300.99,1.03,0.362764440284797,4.444625303149223,0.941,0.0713,0.2256,0.5846,94.65502643585204,57.2,0,None,Normal
00016134_009,model1_TAA_standard,E:\Analysis\images_base\00016134_009.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016134_009_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9824,0.9945,35.39,0.1037,1.9,-71.8,52.93,-1.4,7.287,2.23,0.42,-48.6,213.14,71.17,284.31,0.91,0.4267604798834241,3.5701278783380985,0.9674,0.1019,0.0726,0.9895,161.64757823944092,53.4,3,"P1:SSIM高×PSNR低, P6:品質ばらつき大, P7:Entropy低×高周波高",Medium
00016134_010,model1_TAA_standard,E:\Analysis\images_base\00016134_010.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016134_010_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9834,0.9947,36.15,0.0945,2.58,-63.3,56.8,-1.7,7.128,2.21,0.6,-28.0,211.02,74.99,286.01,0.89,0.4463593503858393,3.870660401880741,0.9727,0.0839,0.1239,0.9734,160.311598777771,54.2,1,P7:Entropy低×高周波高,Low
00016134_011,model1_TAA_standard,E:\Analysis\images_base\00016134_011.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016134_011_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9749,0.9943,35.98,0.1115,1.99,-71.0,59.63,-0.5,6.949,2.04,0.47,-50.9,189.26,74.86,264.12,0.84,0.3922162574217528,2.9526358377188444,0.9604,0.1032,0.0837,0.952,151.0730905532837,53.0,3,"P6:品質ばらつき大, P7:Entropy低×高周波高, 単独:Low Entropy",Medium
00016134_012,model1_TAA_standard,E:\Analysis\images_base\00016134_012.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016134_012_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9274,0.99,38.93,0.265,0.56,-67.7,71.07,-0.3,7.52,2.15,0.13,-1.5,295.84,42.44,338.28,1.03,0.3321679983540701,4.851865600794554,0.9253,0.0659,0.2719,0.157,117.373215675354,58.0,4,"P9:MS-SSIM低×SSIM低, 単独:Low SSIM, 単独:Low LocalQuality, 単独:Low HistCorr",Medium
00016134_013,model1_TAA_standard,E:\Analysis\images_base\00016134_013.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016134_013_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9411,0.9907,37.88,0.2043,0.43,-59.3,71.39,0.4,7.768,2.12,0.17,65.1,263.3,45.36,308.66,1.06,0.3195848646585477,4.582840511575341,0.9402,0.0724,0.2977,0.3941,111.4248628616333,58.2,2,"P8:Contrast異常×Hist相関低, 単独:Low HistCorr",Low
00016134_014,model1_TAA_standard,E:\Analysis\images_base\00016134_014.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016134_014_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9312,0.9902,38.98,0.2579,0.48,-68.1,72.4,0.0,7.621,2.14,0.1,-18.0,278.99,45.58,324.57,1.04,0.3288708590432144,4.615517808124423,0.9294,0.0621,0.2986,0.5865,116.44303894042967,58.1,3,"P8:Contrast異常×Hist相関低, 単独:Low SSIM, 単独:Low LocalQuality",Medium
00016134_015,model1_TAA_standard,E:\Analysis\images_base\00016134_015.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016134_015_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9353,0.9913,39.97,0.2416,0.29,-75.0,71.77,-0.2,7.535,1.88,0.04,-15.3,254.33,47.34,301.67,0.96,0.3019509776270591,4.424998881295323,0.9333,0.06,0.3881,0.2078,121.66787624359132,57.6,4,"P8:Contrast異常×Hist相関低, 単独:Low Sharpness, 単独:Low EdgeDensity, 単独:Low HistCorr",Medium
00016134_016,model1_TAA_standard,E:\Analysis\images_base\00016134_016.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016134_016_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.927,0.9907,38.98,0.2411,0.54,-63.8,74.06,0.1,7.579,2.05,0.09,-25.9,279.31,43.05,322.36,1.0,0.3345515366034575,4.710190678015351,0.9247,0.084,0.1508,0.114,119.24502658843994,58.4,4,"P8:Contrast異常×Hist相関低, 単独:Low SSIM, 単独:Low LocalQuality, 単独:Low HistCorr",Medium
00016134_017,model1_TAA_standard,E:\Analysis\images_base\00016134_017.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016134_017_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9439,0.9912,38.33,0.2277,0.67,-56.5,66.01,-0.1,7.809,2.28,0.14,25.6,303.72,39.83,343.55,1.06,0.3469134745030801,5.109650418162346,0.9425,0.0596,0.2202,0.4972,117.03408336639404,58.2,0,None,Normal
00016135_000,model1_TAA_standard,E:\Analysis\images_base\00016135_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016135_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9497,0.9906,38.62,0.2466,0.4,-63.4,66.11,-0.3,7.772,2.27,0.22,96.0,263.78,54.65,318.42999999999995,1.02,0.3117875294090211,4.818235030397773,0.9485,0.0338,0.1172,0.8638,142.27705097198486,57.8,0,None,Normal
00016136_000,model1_TAA_standard,E:\Analysis\images_base\00016136_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016136_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9427,0.9905,38.05,0.2909,0.56,-59.0,61.08,-0.6,7.733,2.18,0.26,24.2,236.67,50.81,287.48,1.03,0.3333155323967954,4.309464655816555,0.9392,0.0632,0.079,0.7453,139.3676586151123,56.4,1,単独:High LPIPS,Low
00016137_000,model1_TAA_standard,E:\Analysis\images_base\00016137_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016137_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9714,0.9935,35.32,0.1387,2.35,-65.8,52.27,-0.7,7.564,2.95,0.57,-38.1,333.58,56.02,389.6,1.03,0.4057035548003964,5.052905213087797,0.9575,0.0995,0.1529,0.9091,126.22994995117188,55.7,5,"P2:シャープ高×Noise高, P4:Artifacts高, P6:品質ばらつき大, 単独:High Noise, 単独:High Artifacts",High
00016137_001,model1_TAA_standard,E:\Analysis\images_base\00016137_001.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016137_001_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9716,0.9931,37.72,0.1222,2.18,-16.3,59.19,-0.4,7.694,3.28,0.7,38.0,360.88,55.71,416.59,0.95,0.3952438012323746,5.594773236662149,0.9715,0.0432,0.0456,0.9539,132.90778350830078,57.6,4,"P2:シャープ高×Noise高, P4:Artifacts高, 単独:High Noise, 単独:High Artifacts",Medium
00016137_002,model1_TAA_standard,E:\Analysis\images_base\00016137_002.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016137_002_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.957,0.994,34.49,0.1248,2.48,-69.8,56.48,0.1,7.37,2.6,0.56,-37.7,302.54,51.4,353.94,1.02,0.4911303137000646,4.3288664147257805,0.9433,0.1272,-0.0053,0.4062,118.07087707519533,55.0,4,"P2:シャープ高×Noise高, P6:品質ばらつき大, 単独:Low PSNR, 単独:High LocalQualityStd",Medium
00016137_003,model1_TAA_standard,E:\Analysis\images_base\00016137_003.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016137_003_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9677,0.9941,36.04,0.1311,1.89,-68.4,54.46,-0.1,7.467,2.52,0.42,-44.0,285.44,48.95,334.39,0.99,0.4357758482037339,4.59094500169158,0.9555,0.106,0.1622,0.788,118.79872226715088,55.3,3,"P2:シャープ高×Noise高, P6:品質ばらつき大, 単独:High LocalQualityStd",Medium
00016137_004,model1_TAA_standard,E:\Analysis\images_base\00016137_004.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016137_004_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9341,0.9894,36.51,0.2645,1.0,-34.5,67.76,-0.3,7.686,2.59,0.33,11.1,306.77,55.04,361.81,1.09,0.3714170068334304,5.279386360198259,0.931,0.0725,0.0193,0.4575,125.7473316192627,58.4,1,P9:MS-SSIM低×SSIM低,Low
00016137_005,model1_TAA_standard,E:\Analysis\images_base\00016137_005.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016137_005_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9384,0.9905,37.01,0.2507,0.51,-72.7,66.19,-0.4,7.691,2.51,0.19,16.7,291.72,47.34,339.06000000000006,1.08,0.3327623441612235,5.197693593800068,0.9353,0.0692,0.0938,0.5671,124.78104400634766,58.1,0,None,Normal
00016138_000,model1_TAA_standard,E:\Analysis\images_base\00016138_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016138_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9736,0.9936,37.45,0.0962,2.1,-46.9,75.58,-0.5,7.37,2.38,0.76,-3.7,251.07,71.88,322.95,0.93,0.3126939180881626,5.285419011488557,0.969,0.0603,0.0601,0.4958,145.92514610290527,59.3,1,P8:Contrast異常×Hist相関低,Low
00016139_000,model1_TAA_standard,E:\Analysis\images_base\00016139_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016139_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9435,0.9897,39.26,0.2464,0.43,-67.7,72.91,-0.3,7.517,1.9,0.13,4.0,210.27,52.55,262.82,0.97,0.3546870890082408,3.3255972247570758,0.941,0.0452,0.3054,0.9689,130.493745803833,56.3,0,None,Normal
00016139_001,model1_TAA_standard,E:\Analysis\images_base\00016139_001.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016139_001_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9847,0.9949,33.91,0.1075,2.11,-80.5,40.75,-2.3,7.096,1.87,0.48,-44.8,111.49,76.56,188.05,0.8,0.4688844754069852,1.7728820303454995,0.9682,0.0996,0.1727,0.9896,168.5201234817505,49.1,6,"P1:SSIM高×PSNR低, P6:品質ばらつき大, P7:Entropy低×高周波高, 単独:Low PSNR, 単独:Low Contrast, 単独:Low Texture",High
00016140_000,model1_TAA_standard,E:\Analysis\images_base\00016140_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016140_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9513,0.9914,37.0,0.2309,0.64,-43.7,67.33,-0.2,7.682,2.25,0.31,22.4,245.3,53.09,298.39,1.06,0.3203089584070254,4.7581996768713,0.9502,0.0543,0.1459,0.48,116.25712394714355,57.8,0,None,Normal
00016140_001,model1_TAA_standard,E:\Analysis\images_base\00016140_001.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016140_001_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.984,0.995,33.84,0.1045,1.87,-81.4,51.2,-1.8,7.289,2.21,0.53,-38.0,190.06,67.81,257.87,0.94,0.4072237161247407,3.5204417444765568,0.9692,0.0989,0.0958,0.9809,165.7645845413208,53.2,4,"P1:SSIM高×PSNR低, P6:品質ばらつき大, P7:Entropy低×高周波高, 単独:Low PSNR",Medium
00016140_002,model1_TAA_standard,E:\Analysis\images_base\00016140_002.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016140_002_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9765,0.9933,37.94,0.1177,0.62,-73.0,61.54,-0.2,7.681,2.1,0.22,-43.9,236.14,45.77,281.91,0.95,0.3052164030939893,4.229705985635519,0.9708,0.0596,0.0989,0.9031,165.97922801971436,56.2,0,None,Normal
00016140_003,model1_TAA_standard,E:\Analysis\images_base\00016140_003.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016140_003_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9777,0.993,35.58,0.1118,1.62,-69.7,63.7,-0.2,7.378,2.14,0.46,-29.0,239.4,77.08,316.48,1.03,0.3974869705323491,4.339552391320467,0.9676,0.0849,0.1345,0.8678,171.2348289489746,56.2,1,P1:SSIM高×PSNR低,Low
00016141_000,model1_TAA_standard,E:\Analysis\images_base\00016141_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016141_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.931,0.9871,35.05,0.2762,0.91,-43.7,76.11,0.0,7.694,2.63,0.35,63.9,323.34,54.03,377.37,1.25,0.3395105967820264,5.129606947302818,0.9285,0.0758,-0.1741,0.7604,122.14291000366212,59.4,6,"P9:MS-SSIM低×SSIM低, 単独:Low SSIM, 単独:Low MS-SSIM, 単独:Low LocalQuality, 単独:High LPIPS, 単独:High DeltaE",High
00016141_001,model1_TAA_standard,E:\Analysis\images_base\00016141_001.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016141_001_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9477,0.9902,34.7,0.2023,1.24,-14.3,69.75,0.1,7.524,2.86,0.42,28.1,344.54,55.68,400.22,1.2,0.3720564284764157,5.481478990986943,0.9462,0.0651,0.0496,0.7796,105.5647783279419,58.6,5,"P4:Artifacts高, 単独:Low PSNR, 単独:High Noise, 単独:High Artifacts, 単独:High DeltaE",High
00016141_002,model1_TAA_standard,E:\Analysis\images_base\00016141_002.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016141_002_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9004,0.9868,34.32,0.2533,1.12,-7.3,71.41,1.5,7.461,2.68,0.38,42.2,305.29,58.92,364.21,1.32,0.3693686163435652,4.86698261462152,0.897,0.1313,0.023,0.1809,98.20274543762208,58.0,10,"P6:品質ばらつき大, P8:Contrast異常×Hist相関低, P9:MS-SSIM低×SSIM低, 単独:Low SSIM, 単独:Low MS-SSIM, 単独:Low PSNR, 単独:Low LocalQuality, 単独:Low HistCorr, 単独:High DeltaE, 単独:High LocalQualityStd",High
